Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
1359,26-Jan-19,Sr. Network Engineer,BPC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Catv,19-03-1998,MA,Male,Asian,Married,Fully Meets,3,09-01-2023,4,5,1,14-Feb-23,Customer Service,External,Incomplete,4,729.91,21
1360,30-Aug-21,Sr. Network Engineer,CCDR,Active,Contract,Zone B,Full-Time,IT/IS,Field Operations,25-09-1964,MA,Male,Asian,Divorced,PIP,3,31-03-2023,5,2,1,20-Sep-22,Leadership Development,Internal,Passed,2,538.02,57
1362,10-Nov-19,Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Admin Offices,General - Con,11-10-1983,MA,Female,Asian,Widowed,Exceeds,3,11-01-2023,5,2,5,29-Aug-22,Customer Service,Internal,Passed,4,196.94,36
1363,28-Jul-23,Accountant I,EW,Active,Full-Time,Zone A,Full-Time,Admin Offices,General - Con,21-04-1982,MA,Female,Asian,Divorced,PIP,3,19-06-2023,5,2,2,15-Dec-22,Project Management,Internal,Completed,2,285.83,41
1364,03-Apr-19,Accountant I,MSC,Active,Contract,Zone C,Temporary,Admin Offices,Finance & Accounting,20-01-1973,MA,Male,White,Divorced,Exceeds,3,03-05-2023,2,2,4,28-Dec-22,Project Management,External,Incomplete,4,818.6,46
1365,24-Jul-19,Accountant I,TNS,Active,Contract,Zone C,Part-Time,Admin Offices,Field Operations,13-07-1982,MA,Male,Hispanic,Widowed,Exceeds,3,08-10-2022,5,1,2,10-Apr-23,Leadership Development,External,Incomplete,1,610.97,37
1366,29-Apr-22,Sr. Network Engineer,PYZ,Active,Contract,Zone B,Temporary,IT/IS,General - Con,15-01-1950,MA,Male,Black,Single,Exceeds,3,17-08-2022,1,4,2,18-Nov-22,Technical Skills,Internal,Completed,1,762.83,72
1367,06-Oct-20,Sr. Network Engineer,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,Executive,12-08-1990,MA,Female,White,Divorced,Exceeds,3,20-07-2023,1,4,3,20-Sep-22,Project Management,External,Incomplete,5,438.44,30
1368,04-Apr-20,Sr. Accountant,PYZ,Active,Part-Time,Zone C,Temporary,Admin Offices,General - Sga,26-08-1993,MA,Female,White,Widowed,Exceeds,3,04-10-2022,2,2,2,19-Oct-22,Project Management,Internal,Incomplete,4,271.9,27
1369,26-Mar-21,Administrative Assistant,CCDR,Active,Contract,Zone C,Full-Time,Sales,Aerial,24-03-1974,MA,Female,Black,Married,Exceeds,3,08-03-2023,2,4,3,31-Jan-23,Communication Skills,External,Incomplete,2,629.2,47
1370,19-May-22,Administrative Assistant,SVG,Active,Part-Time,Zone A,Temporary,Admin Offices,General - Con,13-12-1992,MA,Female,Black,Married,Exceeds,3,19-07-2023,1,2,1,06-Sep-22,Leadership Development,Internal,Incomplete,1,850.28,30
1371,28-Aug-21,Accountant I,EW,Active,Contract,Zone A,Part-Time,Admin Offices,Field Operations,07-05-1957,MA,Female,Black,Married,Exceeds,3,19-05-2023,1,1,2,01-Oct-22,Leadership Development,External,Passed,1,321.25,64
1372,24-Nov-22,Accountant I,MSC,Active,Contract,Zone A,Full-Time,Admin Offices,Aerial,19-08-1991,MA,Male,White,Single,Exceeds,3,30-07-2023,3,1,4,03-Jun-23,Customer Service,Internal,Passed,1,475.32,31
1373,12-Jan-22,Accountant I,TNS,Active,Contract,Zone A,Part-Time,Admin Offices,Field Operations,20-04-1986,MA,Male,Other,Divorced,Exceeds,3,12-06-2023,1,2,5,08-Sep-22,Leadership Development,External,Failed,4,847.2,36
1374,07-Jul-19,Sr. Network Engineer,PYZ,Active,Part-Time,Zone B,Temporary,IT/IS,Aerial,12-09-1942,MA,Female,White,Married,Exceeds,3,08-02-2023,5,5,4,08-Oct-22,Customer Service,Internal,Completed,1,983.35,77
1375,14-Jul-21,Sr. Accountant,PYZ,Active,Contract,Zone B,Full-Time,Admin Offices,Technology / It,07-07-1999,MA,Female,Asian,Divorced,Exceeds,3,28-09-2022,1,3,2,25-Jun-23,Technical Skills,External,Passed,3,880.9,22
1376,03-Dec-19,Administrative Assistant,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,08-12-1958,MA,Female,Other,Single,Exceeds,3,12-06-2023,4,3,5,02-Aug-23,Customer Service,External,Completed,3,795.72,61
1377,03-Mar-21,Administrative Assistant,SVG,Active,Part-Time,Zone A,Full-Time,Admin Offices,General - Con,18-05-1968,MA,Female,White,Divorced,Exceeds,3,05-03-2023,5,5,4,20-Jun-23,Communication Skills,Internal,Completed,2,909.56,53
1378,13-Jun-22,Accountant I,EW,Active,Full-Time,Zone C,Part-Time,Admin Offices,Fielders,06-03-1975,MA,Female,White,Married,PIP,3,03-02-2023,1,4,5,28-Jan-23,Communication Skills,External,Failed,5,145.7,47
1379,23-Jan-23,Accountant I,MSC,Active,Part-Time,Zone A,Temporary,Admin Offices,General - Sga,21-10-1984,MA,Male,White,Widowed,Exceeds,3,28-02-2023,5,2,5,06-Mar-23,Communication Skills,Internal,Passed,1,397.48,39
1380,06-Sep-20,Accountant I,TNS,Active,Part-Time,Zone A,Temporary,Admin Offices,Field Operations,04-05-1953,MA,Male,Hispanic,Single,Exceeds,3,27-12-2022,1,1,2,26-May-23,Communication Skills,External,Failed,3,326.7,67
1381,17-Oct-22,Sr. Network Engineer,PYZ,Active,Full-Time,Zone A,Temporary,IT/IS,Aerial,01-11-2000,MA,Female,Other,Single,PIP,3,10-07-2023,2,2,1,20-Sep-22,Leadership Development,Internal,Failed,4,718.16,22
1382,07-Jun-19,Sr. Accountant,TNS,Active,Full-Time,Zone B,Part-Time,Admin Offices,Field Operations,16-03-1968,MA,Female,White,Widowed,Exceeds,3,30-11-2022,2,1,1,21-Feb-23,Communication Skills,Internal,Passed,5,162.46,51
1383,28-Jan-22,Sr. Accountant,BPC,Active,Contract,Zone C,Part-Time,Admin Offices,General - Con,10-10-1994,MA,Female,Hispanic,Divorced,Exceeds,3,02-09-2022,4,1,5,15-Jan-23,Customer Service,Internal,Completed,3,924.64,28
1384,01-Jul-20,Administrative Assistant,CCDR,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,12-03-1956,MA,Female,Other,Single,PIP,3,05-05-2023,2,3,4,04-Oct-22,Leadership Development,Internal,Passed,4,628.48,64
1385,30-May-20,Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Admin Offices,Field Operations,09-05-1966,MA,Female,Hispanic,Divorced,PIP,3,11-09-2022,3,1,3,27-Jun-23,Communication Skills,Internal,Passed,1,678.07,54
1386,05-Oct-19,Accountant I,EW,Active,Contract,Zone C,Full-Time,Admin Offices,General - Con,19-08-1976,MA,Female,White,Married,Exceeds,3,18-03-2023,2,4,5,29-Jun-23,Technical Skills,External,Passed,1,106.91,43
1387,06-Nov-21,Accountant I,MSC,Active,Contract,Zone B,Full-Time,Admin Offices,General - Con,27-08-1951,MA,Male,Hispanic,Divorced,PIP,3,29-03-2023,5,1,2,20-Dec-22,Communication Skills,External,Incomplete,1,195.95,70
1388,09-May-19,Accountant I,TNS,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,23-12-1970,MA,Female,Black,Single,Exceeds,3,15-07-2023,5,2,4,18-Apr-23,Communication Skills,External,Completed,1,918.34,49
1389,28-Oct-19,Production Technician II,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,Isp,11-11-1962,MA,Male,Hispanic,Widowed,Exceeds,3,25-02-2023,4,4,3,16-Jan-23,Communication Skills,External,Incomplete,3,425.34,57
1390,11-Jan-19,Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Production       ,General - Con,21-12-1955,MA,Male,Asian,Married,Exceeds,3,23-01-2023,2,3,4,03-Mar-23,Communication Skills,External,Completed,3,512.53,64
1391,02-Apr-20,Production Technician I,MSC,Active,Contract,Zone A,Temporary,Production       ,Wireless,18-11-1941,MA,Female,Other,Single,Needs Improvement,3,11-08-2022,4,1,1,05-Feb-23,Leadership Development,External,Completed,3,146.48,79
1392,07-Jun-19,Production Technician I,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,25-02-1955,MA,Female,Hispanic,Widowed,Exceeds,3,19-09-2022,4,4,3,20-Apr-23,Leadership Development,External,Completed,3,578.62,64
1393,22-Nov-21,Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,20-03-1947,MA,Female,Other,Single,Exceeds,3,17-06-2023,4,4,4,02-Apr-23,Technical Skills,External,Failed,3,255.61,74
1394,19-Jan-19,Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,13-05-1943,MA,Male,Black,Married,Exceeds,3,07-07-2023,1,2,2,13-Feb-23,Leadership Development,Internal,Passed,5,370.26,76
1395,17-Dec-21,Production Technician II,SVG,Terminated,Full-Time,Zone C,Part-Time,Production       ,General - Con,14-11-1960,MA,Male,Black,Divorced,Exceeds,3,31-05-2023,4,1,2,28-Dec-22,Communication Skills,Internal,Failed,2,302.97,61
1396,04-May-19,Production Technician I,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,General - Eng,07-09-1956,MA,Female,Hispanic,Married,Exceeds,3,07-07-2023,2,1,3,13-Sep-22,Communication Skills,Internal,Completed,3,632.28,63
1397,25-Dec-18,Production Technician I,MSC,Active,Contract,Zone A,Part-Time,Production       ,General - Con,26-02-1981,MA,Male,Other,Single,Exceeds,3,31-03-2023,3,2,3,01-Mar-23,Customer Service,Internal,Incomplete,2,669.41,37
1398,03-Jan-21,Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Splicing,12-12-1972,MA,Female,White,Single,Needs Improvement,3,07-04-2023,1,1,1,04-Jan-23,Communication Skills,External,Passed,3,191.99,49
1399,15-Jun-23,Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,15-12-1977,MA,Female,Other,Widowed,Needs Improvement,3,07-03-2023,1,4,4,02-May-23,Customer Service,Internal,Incomplete,2,695.11,46
1400,29-Aug-18,Production Technician II,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,03-04-1955,MA,Female,White,Divorced,Exceeds,3,17-05-2023,2,3,3,06-Aug-22,Communication Skills,Internal,Failed,2,634.92,63
1401,04-Jan-19,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Splicing,17-08-1967,MA,Male,White,Single,Exceeds,3,04-11-2022,2,5,3,03-Jul-23,Communication Skills,Internal,Incomplete,5,873.98,52
1402,10-Sep-21,Production Technician I,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Sga,12-10-1988,MA,Female,White,Divorced,Exceeds,3,13-07-2023,2,4,4,14-Oct-22,Communication Skills,External,Passed,3,602.33,33
1403,08-Jul-21,Production Technician I,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,09-12-1944,MA,Female,White,Widowed,Exceeds,3,25-12-2022,1,3,2,08-Jun-23,Technical Skills,Internal,Failed,3,807.02,77
1404,01-Nov-18,Production Technician II,BPC,Terminated,Contract,Zone B,Part-Time,Production       ,Finance & Accounting,06-12-1978,MA,Male,Hispanic,Single,Exceeds,3,18-02-2023,1,2,2,02-Oct-22,Project Management,Internal,Completed,4,411.94,40
1405,08-Dec-18,Production Technician II,PL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,30-03-1977,MA,Female,Other,Single,Exceeds,3,29-04-2023,3,3,3,15-Sep-22,Customer Service,External,Completed,4,537.73,41
1406,25-Oct-22,Production Technician II,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,10-11-1982,MA,Female,Asian,Single,Exceeds,3,15-05-2023,4,1,5,03-May-23,Technical Skills,Internal,Incomplete,5,930.1,40
1407,04-Apr-23,Production Technician I,TNS,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,30-03-1983,MA,Male,Hispanic,Married,Exceeds,3,16-02-2023,3,3,1,23-Nov-22,Communication Skills,External,Completed,3,249.66,40
1408,17-Mar-21,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,03-12-1980,MA,Female,Other,Single,Exceeds,3,07-06-2023,3,3,3,24-Dec-22,Communication Skills,Internal,Passed,5,691.82,41
1409,11-Mar-19,Production Technician I,MSC,Terminated,Full-Time,Zone A,Part-Time,Production       ,General - Con,02-04-1981,MA,Female,Other,Widowed,Exceeds,3,17-05-2023,2,2,1,23-Aug-22,Customer Service,Internal,Passed,4,938.59,38
1410,25-Feb-22,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,08-08-1945,MA,Female,White,Widowed,Exceeds,3,02-04-2023,2,2,4,25-Nov-22,Project Management,External,Completed,1,746.8,77
1411,02-Jul-19,Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Production       ,Aerial,26-05-1980,MA,Female,Hispanic,Married,Exceeds,3,25-06-2023,5,4,5,14-Dec-22,Technical Skills,External,Incomplete,1,690.75,39
1412,20-Jun-19,Production Technician I,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,19-09-1982,MA,Female,White,Widowed,Exceeds,3,16-06-2023,4,3,5,24-Aug-22,Project Management,External,Incomplete,4,544.19,37
1413,27-Sep-19,Production Technician I,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Finance & Accounting,12-03-1943,MA,Male,Black,Widowed,Needs Improvement,3,31-10-2022,4,3,2,17-Feb-23,Technical Skills,Internal,Completed,5,918.34,76
1414,15-Nov-22,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Production       ,Aerial,03-06-1966,MA,Male,Asian,Married,Exceeds,3,13-08-2022,1,4,4,21-Jan-23,Customer Service,Internal,Failed,3,997.2,56
1415,22-Aug-20,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,14-08-1977,MA,Male,Asian,Divorced,Exceeds,3,16-09-2022,2,2,1,28-Dec-22,Customer Service,Internal,Incomplete,3,633.96,43
1416,09-Apr-20,Production Technician I,EW,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,12-09-1953,MA,Male,Asian,Widowed,Exceeds,3,11-05-2023,5,4,3,27-Oct-22,Customer Service,External,Passed,2,638.69,67
1417,30-Mar-21,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,02-02-1949,MA,Female,Other,Single,Exceeds,3,31-12-2022,3,5,2,05-Jan-23,Project Management,Internal,Passed,1,643.82,72
1418,26-Sep-18,Production Technician I,NEL,Active,Part-Time,Zone C,Temporary,Production       ,Wireline Construction,30-12-2000,MA,Female,Other,Married,Needs Improvement,3,25-11-2022,2,1,3,24-Jun-23,Project Management,External,Failed,1,840.76,18
1419,22-May-23,Production Technician I,PL,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,11-01-1984,MA,Female,Other,Divorced,Exceeds,3,11-02-2023,4,2,1,13-Apr-23,Leadership Development,Internal,Passed,1,108.04,39
1420,04-Jun-21,Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,29-12-1950,MA,Female,White,Divorced,Exceeds,3,12-06-2023,1,2,4,16-Feb-23,Communication Skills,Internal,Completed,5,889.57,71
1421,22-Oct-19,Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,General - Con,30-11-1948,MA,Female,Other,Married,Exceeds,3,03-09-2022,3,5,5,08-Dec-22,Customer Service,Internal,Completed,5,835.97,71
1423,25-Jun-22,Production Technician I,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,Aerial,12-03-1992,MA,Female,White,Single,Needs Improvement,3,23-03-2023,2,5,5,15-Mar-23,Communication Skills,Internal,Passed,3,255.55,30
1425,04-Aug-19,Production Technician I,CCDR,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,21-06-1942,MA,Female,Black,Single,Needs Improvement,3,06-09-2022,2,3,1,13-Mar-23,Technical Skills,Internal,Failed,1,850.15,77
1426,08-Mar-22,Production Technician I,EW,Terminated,Full-Time,Zone A,Full-Time,Production       ,General - Con,19-07-2000,MA,Female,Hispanic,Widowed,Exceeds,3,11-07-2023,4,5,5,02-Dec-22,Project Management,External,Completed,3,938.04,22
1427,22-Feb-19,Production Technician II,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,09-05-1953,MA,Male,Asian,Divorced,Needs Improvement,3,09-02-2023,1,2,3,25-Apr-23,Project Management,External,Passed,1,684.24,66
1428,08-Dec-22,Production Technician II,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Executive,26-02-1970,MA,Male,White,Divorced,Exceeds,3,04-06-2023,3,5,2,30-Aug-22,Technical Skills,Internal,Failed,5,956.11,52
1429,22-Nov-19,Production Technician II,EW,Terminated,Contract,Zone B,Temporary,Production       ,Field Operations,02-09-1944,MA,Female,Hispanic,Divorced,Exceeds,3,23-03-2023,1,4,3,26-Nov-22,Communication Skills,External,Failed,4,441.43,75
1430,13-Feb-23,Production Technician II,MSC,Terminated,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),19-01-1959,MA,Female,Asian,Single,Needs Improvement,3,15-09-2022,2,2,2,26-Aug-22,Leadership Development,External,Passed,4,193.99,64
1431,15-Mar-19,Production Technician II,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,31-10-1951,MA,Female,Black,Widowed,Exceeds,3,28-10-2022,2,1,1,15-Oct-22,Technical Skills,External,Failed,3,790.72,68
1432,18-Jul-19,Production Technician II,PYZ,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,29-07-1991,MA,Male,White,Married,Exceeds,3,13-10-2022,4,3,4,06-Aug-22,Communication Skills,Internal,Completed,4,894.75,28
1433,09-Apr-21,Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,25-08-1995,MA,Female,White,Widowed,Needs Improvement,3,06-08-2022,5,1,3,18-Sep-22,Customer Service,Internal,Passed,4,863.73,26
1434,30-Dec-18,Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Production       ,Splicing,28-12-1986,MA,Female,White,Divorced,Exceeds,3,21-10-2022,1,2,3,27-Apr-23,Project Management,External,Incomplete,2,746.99,32
1435,30-Jul-21,Production Technician I,MSC,Active,Contract,Zone C,Temporary,Production       ,Field Operations,29-11-1998,MA,Female,Hispanic,Single,Exceeds,3,23-03-2023,4,2,3,21-Sep-22,Leadership Development,Internal,Passed,4,360.38,23
1436,28-Oct-22,Production Technician I,TNS,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,27-05-1989,MA,Male,Hispanic,Married,Needs Improvement,3,09-07-2023,1,2,2,26-Aug-22,Technical Skills,Internal,Incomplete,1,298.3,33
1437,29-Oct-20,Production Technician I,PYZ,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,25-06-1996,MA,Male,Asian,Single,Exceeds,3,06-01-2023,4,5,5,28-Dec-22,Leadership Development,External,Passed,3,537.12,24
1438,17-Mar-23,Production Technician I,WBL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,16-12-1977,MA,Male,Asian,Married,Exceeds,3,21-01-2023,1,4,1,12-May-23,Customer Service,External,Passed,2,996.18,46
1439,20-Jul-22,Production Technician I,NEL,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,24-01-1988,MA,Female,Asian,Widowed,Needs Improvement,3,29-11-2022,3,1,3,20-Jun-23,Communication Skills,Internal,Completed,4,764.43,34
1440,04-Aug-23,Production Technician I,PL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,21-02-1997,MA,Female,Hispanic,Single,Needs Improvement,3,02-11-2022,3,1,4,13-Nov-22,Communication Skills,External,Failed,5,490.33,26
1441,26-Nov-21,Production Technician I,BPC,Active,Contract,Zone A,Temporary,Production       ,Field Operations,16-03-1982,MA,Female,Hispanic,Married,Needs Improvement,3,07-04-2023,1,1,5,23-Oct-22,Customer Service,Internal,Incomplete,4,758.41,39
1442,27-Sep-18,Production Technician I,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Safety,10-07-1993,MA,Female,Black,Single,Needs Improvement,3,11-01-2023,2,4,2,21-Feb-23,Technical Skills,External,Incomplete,3,367.56,25
1443,04-Aug-19,Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,25-02-1960,MA,Female,White,Divorced,Needs Improvement,3,12-06-2023,5,2,3,03-May-23,Leadership Development,Internal,Failed,5,582.49,59
1444,03-Oct-19,Production Technician I,EW,Active,Contract,Zone C,Part-Time,Production       ,General - Con,21-02-1972,MA,Female,White,Divorced,Needs Improvement,3,21-12-2022,5,5,3,30-Jan-23,Leadership Development,External,Incomplete,2,561.14,47
1448,13-Sep-20,Production Technician I,WBL,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,13-08-1976,MA,Female,Other,Single,Needs Improvement,3,23-10-2022,1,1,3,06-Aug-22,Leadership Development,Internal,Failed,5,151.43,44
1449,15-Nov-22,Production Technician II,PL,Active,Part-Time,Zone B,Temporary,Production       ,General - Sga,14-09-1965,MA,Male,Other,Divorced,Needs Improvement,3,11-08-2022,4,2,2,09-Oct-22,Customer Service,Internal,Passed,5,675.71,57
1450,07-Feb-20,Production Technician II,PYZ,Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,20-02-1958,MA,Male,White,Single,Needs Improvement,3,22-04-2023,5,1,2,23-Jun-23,Project Management,Internal,Incomplete,5,436.63,62
1451,31-Dec-22,Production Technician II,SVG,Active,Part-Time,Zone A,Part-Time,Production       ,Splicing,20-12-1944,MA,Female,Hispanic,Widowed,Needs Improvement,3,27-12-2022,4,3,4,25-Oct-22,Communication Skills,External,Completed,2,387.11,78
1452,26-Mar-19,Production Technician II,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,29-03-1953,MA,Female,White,Single,Needs Improvement,3,14-08-2022,4,4,5,04-Sep-22,Technical Skills,Internal,Passed,4,320.38,66
1453,22-Mar-23,Production Technician II,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Engineers,20-08-1990,MA,Male,Black,Single,Needs Improvement,3,12-09-2022,1,5,1,05-Apr-23,Technical Skills,Internal,Passed,2,294.55,33
1454,23-Dec-22,Production Technician II,WBL,Terminated,Full-Time,Zone C,Temporary,Production       ,General - Con,12-03-1977,MA,Male,Hispanic,Married,Needs Improvement,3,28-07-2023,2,2,1,14-Dec-22,Customer Service,External,Completed,1,832.86,45
1455,27-Dec-19,Production Technician I,PL,Active,Contract,Zone C,Full-Time,Production       ,General - Sga,19-03-1995,MA,Female,Other,Widowed,Needs Improvement,3,04-07-2023,2,2,4,15-May-23,Leadership Development,Internal,Passed,5,223.34,24
1456,25-Jun-19,Production Technician I,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,08-10-1956,MA,Female,Hispanic,Married,Exceeds,3,31-08-2022,2,1,5,30-Sep-22,Customer Service,External,Incomplete,3,456.95,63
1457,23-Nov-18,Production Technician I,SVG,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,03-08-1977,MA,Female,Other,Married,Exceeds,3,02-07-2023,2,1,1,11-May-23,Project Management,External,Passed,5,988.47,41
1458,17-Jan-21,Production Technician I,TNS,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,19-03-1994,MA,Female,Hispanic,Single,Exceeds,3,06-02-2023,2,2,4,22-May-23,Technical Skills,External,Incomplete,1,429.49,27
1459,08-Sep-21,Production Technician I,WBL,Active,Contract,Zone C,Temporary,Production       ,Engineers,12-08-1946,MA,Male,Black,Single,Exceeds,3,10-09-2022,5,2,5,18-Oct-22,Project Management,Internal,Failed,3,798.97,75
1460,24-Feb-21,Production Technician I,BPC,Active,Full-Time,Zone A,Temporary,Production       ,Wireline Construction,29-05-1955,MA,Male,Other,Divorced,Exceeds,3,23-02-2023,2,3,1,06-Mar-23,Customer Service,Internal,Incomplete,2,864.22,66
1461,12-Apr-19,Production Technician I,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,03-03-2001,MA,Female,Asian,Widowed,Exceeds,3,09-04-2023,1,1,2,01-Jun-23,Communication Skills,Internal,Passed,1,302.52,18
1462,13-Jul-23,Production Technician I,EW,Active,Contract,Zone C,Temporary,Production       ,Fielders,07-03-1960,MA,Female,Other,Widowed,Exceeds,3,31-08-2022,4,5,5,02-Feb-23,Leadership Development,External,Completed,4,152.66,63
1463,05-Oct-20,Production Technician I,MSC,Active,Contract,Zone C,Temporary,Production       ,Field Operations,28-11-1975,MA,Female,Hispanic,Divorced,Exceeds,3,13-03-2023,5,4,5,14-Apr-23,Customer Service,Internal,Completed,2,399.05,45
1464,27-Jan-19,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Sga,01-10-1957,MA,Female,Asian,Married,Exceeds,3,04-07-2023,2,5,1,25-Jun-23,Customer Service,Internal,Completed,2,791.74,62
1465,17-Dec-20,Production Technician I,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Technology / It,22-06-1958,MA,Female,Other,Single,Exceeds,3,02-06-2023,1,1,3,06-Dec-22,Leadership Development,External,Incomplete,4,770.23,62
1466,04-Mar-21,Production Technician I,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Billable Consultants,08-03-1989,MA,Female,White,Widowed,Exceeds,3,05-12-2022,1,4,5,16-Dec-22,Project Management,External,Completed,3,746.05,32
1467,30-Mar-23,Production Technician I,SVG,Active,Full-Time,Zone A,Temporary,Production       ,People Services,16-04-1989,MA,Female,Black,Married,Fully Meets,3,13-08-2022,3,4,2,13-Jan-23,Technical Skills,External,Completed,2,177.66,34
1468,27-Dec-18,Production Technician I,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,30-08-1965,MA,Female,Hispanic,Divorced,Exceeds,3,21-04-2023,3,1,3,10-Apr-23,Leadership Development,Internal,Passed,5,429.38,53
1469,20-Sep-21,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,17-08-1976,MA,Female,Asian,Married,Exceeds,3,23-02-2023,4,2,4,25-Aug-22,Leadership Development,External,Incomplete,3,867.59,45
1470,08-Feb-23,Production Technician I,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,General - Sga,20-09-1995,MA,Female,Asian,Married,Exceeds,3,21-03-2023,1,4,1,17-Apr-23,Communication Skills,External,Failed,5,502.65,28
1471,16-Oct-19,Production Technician II,CCDR,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,09-04-1960,MA,Male,White,Divorced,Exceeds,3,23-12-2022,3,4,2,06-Mar-23,Technical Skills,Internal,Completed,3,488.68,59
1472,31-Aug-21,Production Technician II,SVG,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,14-04-1972,MA,Male,Other,Single,Exceeds,3,02-09-2022,2,4,1,11-Apr-23,Project Management,Internal,Passed,3,416.76,49
1473,25-Sep-20,Production Technician II,EW,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,06-10-1942,MA,Female,Black,Divorced,Exceeds,3,11-12-2022,5,2,1,11-Feb-23,Leadership Development,External,Passed,4,336.08,78
1474,01-Feb-23,Production Technician II,MSC,Terminated,Full-Time,Zone C,Part-Time,Production       ,Engineers,13-07-1942,MA,Female,Hispanic,Married,Exceeds,3,22-09-2022,2,1,3,19-Feb-23,Project Management,External,Failed,1,798.37,81
1475,17-Jan-23,Production Technician II,TNS,Active,Full-Time,Zone A,Temporary,Production       ,Wireline Construction,19-08-1993,MA,Male,Other,Married,Exceeds,3,25-07-2023,2,3,3,04-Nov-22,Technical Skills,Internal,Passed,3,499.48,30
